Tags,Package,Name,Verdict,Useful?/Replayable?,Best?,REPL-less?,GUI?,Windowed?,Starts fast?,Runs fast?,Install Cost,Home Cost,Rank,Notes
games platform,oneisenough,,FAIL,No,,,,,,,15,,21740,"confusing, boring"
games sport,slimevolley,,FAIL,No,,,,,,,2,,29505,"too hard, boring"
games sport,etw,Sensible Soccer clone,,,,,,,,,6,,32582,"90s-style soccer sim.  Cute graphics, but I can't work out how the fuck to play. (FIXME: retest on Debian 11)"
games puzzle,gnurobbo,,,,,,,,,,12,,31195,"sokoban with enemies.  This would be great if I could work out how to play it."
games puzzle,jigzo,,,,,,,,,,12,,36928,"Makes a photo into a jigsaw puzzle.  Great!  How do I get it to use a photo of inmate's wife/kids?  Without that feature, is rubbish."
games arcade,mrrescue,,,,,,,,,,15,,35370,
games puzzle,gnubik,Rubik's Cube,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,,25402,"Looks real nice.  3D.  Includes animated solvers.  Includes arbitrary size cubes."
games finest puzzle,pybik,Rubik's Cube,FAIL,,No,,,,,,12,,19229,"Prefer gnubik.  Supports pyramids (not just cubes).  FIXME: fails to start with: ModuleNotFoundError: No module named 'pybiklib'"
games KDE,kubrick,Rubik's Cube,FAIL,,No,,,,,,21,,12733,"Prefer gnubik.  This is more wanky and less useful."
games arcade platform,asylum,,FAIL,No,,,,,,,9,,28498,"Ugly.  Platforming controls feels bad.  Not interesting."
games platform,amphetamine,,FAIL,,,,,,,,2,,32346,"Ugly.  Controls feel bad.  Not interesting."
games arcade platform,pekka-kana-2,,FAIL,,No,Yes,Yes,No,,,12,,33532,"Ugly.  All the assets look dithered.  Platforming controls feel bad.  About 20 levels?"
education desktop-xfce,onboard,On-Screen Keyboard,FAIL,,No,,,,,,1,,6995,"This looks yuk and is kinda annoying.  Keep looking for better alternatives.  Maybe dasher.  Nobody ever asked for this."
games arcade finest,koules,,FAIL,,,,,,,,1,,26281,"Doesn't start.  UGLY (https://www.ucw.cz/~hubicka/koules/English/screenshots.html). Not worth considering further."
games simulation,billard-gl,Billiards (3D),PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes(ish),1,,21145,"No AI; 2P hotseat only.  Tutorial explains controls (but not billiards rules).  No snooker or 9-ball support.  CPU runs a bit hot, but playable just fine."
games finest simulation,foobillardplus,Billiards (3D),FAIL,Yes,Nox,,Yes,Yes,Yes,Yes(ish),31,,18450,"Much bigger than billard-gl.  Looks more polished, but also more confusing.  No tutorial.  Has AI, or 2P hotseat.  Worse on CPU than billard-gl.  Soe menu items make the app just crash."
games simulation,gtkpool,Billiards (2D),FAIL,No,No,,,,,,1,,34730,"FIXME: GTK2 -- will go away.  Prefer kolf?  Super basic and boring.  No AI.  No sound effects.  No animations.  Cannot resize window."
games finest simulation,cultivation,,FAIL,,,,,,,,1,,26149,"This is sort of like the first stage of Spore, where you are an amoeba flying around eating (and planting?) food.  Except it's UGLY!  Not worth further consideration."
games arcade,cutemaze,,PASS,Yes?,Yes?,Yes,Yes,Yes,Yes,Yes,1,,26150,"Basically fine.  Not great replay value, but also small, so fuck it?"
games PrisonPC,gnome-mastermind,Mastermind,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,,23326,"Shrug.  Kind of boring.  Wordle is in same gameplay and MUCH more popular."
games board,colorcode,Mastermind,FAIL,,No,,,,,,1,,26919,"Prefer gnome-mastermind.  Basically fine, but menus are needlessly complicated."
education logic-games puzzle,gtans,Tangram,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,,22856,"Works OK.  Uses slightly ugly XPMs for background patterns.  157 puzzles (levels)."
education logic-games primaryschool games puzzle,glpeces,Tangram,FAIL,,No,,,,,,3,,23821,"When you first launch it, opens browser to a 'register your game' website!  YUK.  Puzzle pieces look better than in gtans.  More levels / tangram sets.  However, most of the puzzles are auto-generated and look like noise (rather than, e.g. a swan or a flower).  I think this last point is enough to tip the balance in favour of gtans."
games KDE,kajongg,Mahjong Poker,FAIL,No?,No,,,,,,15,,8181,"This is a 4-player tile poker game.  Does not start with python error: ModuleNotFoundError: No module named 'qt'.  Based on https://screenshots.debian.net/package/kajongg looks ugly, so fuck this."
games board,mah-jong,Mahjong Poker,FAIL,No?,No,,Yes,Yes,Yes,Yes,1,,25150,"This is a 4-player tile poker game.  It's geared towards online play, but you can play locally against AI.  The UI is a bit shit.  You also have to know how to play.  I guess this might TECHNICALLY pass as an OK game, but it isn't very nice."
games puzzle TWB-LIKES,tetzle,Jigsaw Puzzle (Tetris),PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,,24764,"Has no built-in example images (can we fix this? -- based on config file, no! ☹).  Can load photos the user has (unlike gcompris, probably).  Qt, but seems OK.  Pieces are tetris-style instead of jigsaw-style dovetail joint shapes, but the gameplay is mostly still clear."
games puzzle,puzzle-jigsaw,Jigsaw Puzzle,FAIL,Yes,Yes?,Yes,Yes,Yes,Yes,Yes,2,,42098,"Ships with two example images (house cat and tiger).  Lets you use your own photos.  Jigsaw shapes (not tetris shapes).  CANNOT ROTATE OR FLIP PIECES -- they are always already in the corret orientation.  When you get a piece in the right place, it does not 'stick' to the other piece.  This UX is a bit janky.  Just enough to tip me from 'barely PASSes' to 'barely FAILes'."
games puzzle,xjig,Jigsaw Puzzle,FAIL,Yes,No,,,,,,8,,26066,"UGLY.  Has jigsaw-shaped pieces.  Rotation by inertial drag is good affordance. Zoom &c controls not obvious.  Ships with a pinup .gif of Tina Turner as the only photo.  Has a 'random picture' that I think is pulling from ~/Pictures/."
games KDE,palapeli,Jigsaw Puzzle,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,22,,12030,"Launcher looks much more polished -- has 5 built-in jigsaws (images).  But the actual jigsaw arranging feels crap.  CANNOT ROTATE OR FLIP PIECES.  No drop shadow on pieces.  Pieces glue together when placed correctly.  Also, at least for small photos, get artefacting on the PIECE EDGES -- so you cannot actually tell if there's a dovetail joint there at all!  It's insane!!!!! "
games arcade,xbill,,FAIL,No,No,Yes,Yes,Yes,Yes,Yes,1,,23225,"UGLY.  Extremely dated icons (palm pilot, next cube, sparcstation).  'Fly swatting' gameplay.  No resolution option.  Ugly menus.  If we ship this kind of game, it should just be in browser."
games puzzle,xsok,Sokoban,FAIL,,No,,,,,,1,,25382,"Works, but really ugly.  Appears to use the original Sokoban levels."
games finest puzzle,berusky,Sokoban-like,PASS?,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,,20476,"Sokoban-like.  A little ugly.  Lots of levels."
games puzzle,cavepacker,Sokoban,,,,,,,,,12,,36572,
games puzzle,fillets-ng,Sokoban-like,FAIL,No,,,,,,,76,,21187,"Ugly sprites. sokoban-like gameplay.  Install cost way too big for what you get.  Theme is kinda childish.  Only useful for primary-school remedial learning type users?"
games board,xgammon,Backgammon,FAIL,,,,,,,,1,,23227,"Fails to start because needs legacy (1980s) X font subsystem (not Xft).  Not worth considering further."
games board finest,gnubg,Backgammon,,,,,,,,,9,,16507,
games card,xmille,Mille Bournes,FAIL,,,,,,,,1,,,"Called 'kgames' now."
games card,kgames,Mille Bournes,FAIL,,,,,,,,1,,,"UGLY.  The underlying card game is OK (about as fun as Uno).  But this implementation is super ugly old jank."
games chess,ethereal-chess,,FAIL,,,,,,,,,,,"FIXME: see gnome-chess"
games chess,sjaakii,,FAIL,,,,,,,,,,,"FIXME: see gnome-chess"
games finest strategy,7kaa,,FAIL?,No?,,,,,,,32,,22238,"Looks VERY dated.  Still says 'Copyright 1997' and 'Exit to Windows'.  OTOH, OpenTTD looks very dated, but people love it.  For its appearance, kinda large."
games arcade finest platform,abe,Tom Thumb C64 clone,PASS,Yes?,Yes,Yes,Yes,Yes,Yes,Yes,11,,21523,"C64 side-scrolling cave explorer.  Childish graphics but basically OK, I think.  Defaults to fullscreen and breaks resolution on exit, but I patched it to force --window.  Good candidate to replace with the ORIGINAL C64 game via archive.org.  https://archive.org/embed/uta_Tom_Thumb_1984_Anirog_469"
games finest puzzle,biniax2,,FAIL,,,,,No,,,11,,27581,"Does not start.  No window appears.  No error printed to stderr.  Some kind of match-3/bejeweled/tetris type of game.  https://play.google.com/store/apps/details?id=com.biniax.sdl"
games finest sport,blobby,Volleyball with Blobs,PASS?,Yes?,Yes?,Yes,Yes,Yes,Yes,Yes,2,,24155,"Offers online, but hangs when chosen.  AI or adversarial 2P keyboard sharing.  Not a lot of replay value, but tiny, I guess?  Menus look super fugly.  'Save Replay' option records inputs, not video (cannot abuse for porn)"
games arcade ,gav,Volleyball,,,,,,,,,2,,37012,
games arcade finest racing,bloboats,,PASS,Yes?,Yes,Yes,Yes,Yes,Yes,Yes,3,,25986,"Sort of a cross between xmoto and funnyboat.  Only 16 levels, but small size and can score attack.  Starts fullscreen and breaks resolution on quit, but I patched it."
games arcade finest,btanks,,FAIL?,No?,,,,,,,29,,20793,"2D vehicle arena combat game.  Claims to have split-screen, but it crashed when I tried it.  Not sure if the split-screen is 2P or just with AI (which would be weird, but shrug).  Not worth pursuing further."
games finest racing,extremetuxracer,,FAIL,No,,,,,,,41,,11735,"Downhill slalom racing aginst clock.  No opponents.  No ghost.  No 2P hotseat.  Only one 'set' of tracks?  Not sure how many actual tracks that makes, but poor replayability."
games PrisonPC,xqf,Quake Server Browser,FAIL,No,,,,,,,1,,29559,"Not useful to us."
science presentation,dspdfviewer,PDF viewer,FAIL,No,,,,,,,1,,29711,"Prefer chromium."
games board,pente,Go (board game) variant,FAIL,No,,,,,,,1,,31916,"Dumbed-down version of Go.  Ugly."
education music,audacious,Music player,FAIL,No,,,,,,,10,,3801,"Prefer chromium and vlc."
education video,xine-ui,Video player,FAIL,Yes,No,,,,,,15,,7578,"Prefer chromium and vlc."
education secondaryschool,vokoscreen-ng,Screencast,FAIL,,,,,,,,8,,9194,"Banned functionality."
games finest strategy,0ad,,FAIL,,,,,,,,700,,7951,"700MB *compressed* is really just too much to consider.  Even wesnoth, WITH all our addons, is only 530MB.  Everything else is <<200MB."
games adventure,scummvm,,FAIL,No,,,,,,,44,,10672,"Not interesting.  Games that need this (e.g. flight-of-the-amazon-queen) will pull it in implicitly."
education misc,scratch,IDE,FAIL,,,,,,,,27,,7948,"Includes terminal emulator (xterm | x-terminal-emulator, via squeak-vm).  FIXME: debian-11-install-footprint.py wrongly thinks this is installable?"
education misc,thonny,IDE,FAIL,,,,,,,,13,,8346,"Is a text editor.  FIXME: debian-11-install-footprint.py wrongly thinks this is installable?"
education language primaryschool secondaryschool KDE,parley,Vocabulary Trainer,FAIL,,,,,,,,72,,11296,"Includes banned KDE components (kross).  FIXME: debian-11-install-footprint.py wrongly thinks this is installable?"
education video,pitivi,Video Editor,,,,,,,,,67,,10542,"Includes unaudited udev hardware rules (libopenni2-0).  FIXME: debian-11-install-footprint.py wrongly thinks this is installable?"
education secondaryschool,calibre,ebook manager,FAIL,,,,,,,,110,,3564,"Includes browser engine w/o security support (libqt5webenginecore5).  FIXME:  debian-11-install-footprint.py wrongly thinks this is installable?"
science typesetting,tellico,ebook manager,FAIL,,,,,,,,35,,13325,"Includes banned encryption (libkf5wallet5).  Includes unaudited udev hardware rules (libgphoto2-6).  Includes Includes security utility (acl).  FIXME:  debian-11-install-footprint.py wrongly thinks this is installable?"
science robotics,ros-simulators,,FAIL,,,,,,,,77,,174053,"Includes banned encryption (gpg, via python3-gnupg).  FIXME:  debian-11-install-footprint.py wrongly thinks this is installable?"
science robotics,ros-robot,,FAIL,,,,,,,,77,,174029,"Includes banned encryption (gpg, via python3-gnupg).  FIXME:  debian-11-install-footprint.py wrongly thinks this is installable?"
science robotics,ros-perception,,FAIL,,,,,,,,24,,174011,"Includes banned encryption (gpg, via python3-gnupg).  FIXME:  debian-11-install-footprint.py wrongly thinks this is installable?"
science robotics,ros-desktop-full,,FAIL,,,,,,,,95,,173096,"Includes banned encryption (gpg, via python3-gnupg).  FIXME:  debian-11-install-footprint.py wrongly thinks this is installable?"
science robotics,ros-desktop,,FAIL,,,,,,,,94,,173094,"Includes banned encryption (gpg, via python3-gnupg).  FIXME:  debian-11-install-footprint.py wrongly thinks this is installable?"
science robotics,ros-robot-state-publisher,,FAIL,,,,,,,,4,,174033,"None of the other ros-* packages can be installed, so I am not even bothering to check if this one is useful."
science robotics,ros-opencv-apps,,FAIL,,,,,,,,4,,72328,"None of the other ros-* packages can be installed, so I am not even bothering to check if this one is useful."
games PrisonPC,wmpuzzle,,FAIL,,No,,,,,,1,,184571,"WindowMaker stuff isn't really interesting for non-GNUSTEP/Windowmaker"
games toys,fortunate.app,Fortune Cookie,FAIL,,,,,,,,22,,58348,"WindowMaker stuff isn't really interesting for non-GNUSTEP/Windowmaker  https://aiei.ch/gnustep/fortunate/fortunate.png"
science chemistry,adun.app,Chemical Viewer?,FAIL,,,,,,,,25,,33608,"WindowMaker stuff isn't really interesting for non-GNUSTEP/Windowmaker  https://screenshots.debian.net/package/adun.app"
science mathematics,surf-alggeo,3D Graphics Calculator?,FAIL,No,No,,,,,,1,,178790,"Based on the screnshots, this looks dead AND shit.  http://surf.sourceforge.net/shots.shtml"
games simulation strategy,singularity,,PASS,Yes,Yes,Yes,Yes,Yes,Yes,Yes,13,,11143,"The gameplay is fun, but the UX is pretty poor in terms of core gameplay loop.  Very hard to win, but once you do, there is not much point in replay.  The fun is going through the tech tree.  In that sense, it's a thin-and-deep subsection of a Civilization game.  With optional singularity-music, Install Cost goes from 13MB to 63MB.  I think that is a poor trade-off?  The music itself is OK, but not amazing.  It's generic synthwave noodling  There's 16 tracks with 64 minutes total."
games KDE,kollision,,FAIL,No,,,,,,,20,,12408,"This game is dumb.  Literally all you do is move the mouse out of the way of bouncing balls.  Like single-player pong.  Cannot maximize window.  Utterly insipid. Only exists as a demo of how to write a KDE app, I think."
games KDE,bomber,,FAIL,No,,,,,,,21,,11973,"This game is dumb AND UGLY.  Utterly joyless.  Few gameplay elements.  It's not this: https://youtu.be/-i4isNyyMj0 but it was a similar arcade game..."
games KDE,kgoldrunner,Lode Runner clone,PASS!,Yes,Yes,Yes,Yes,Yes,Yes,,24,,12073,"Definitely one of the better KDE games.  Works OK.  Has tutorial.  LOTS of levels (about 250).  Default artwork looks a bit crap, but can change.  Browser-based versions exist e.g. https://loderunnerwebgame.com/game/"
games platform,xscavenger,Lode Runner clone,,,,,,,,,1,,28486,
games puzzle,mokomaze,,,,,,,,,,3,,46109,"This is a digital equivalent of a wooden 'marble maze' table, e.g. https://youtu.be/T3N8vK7yDxE it assumes you are a phone with a gyro sensor, so not useful on a desktop."
games arcade platform,jumpnbump-levels,Jump n' Bump,FAIL,,,,,,,,15,,24726,"This is roughly similar gameplay to Joust.  2P to 4P adversarial keyboard sharing.  No AI.  Allegedly has levels, but I don't see any actual change -- I *think* you must load them manually from the CLI (no menu).  If this was 2MB, I'd say 'go for it'.  At 15MB for a one-gimmick app, kinda meh.  It also does not tell you what keys are each of the 4P controls.  Oh, apparently the 1/2/3/4 keys toggle AI.  Yeah this is just lame and should be moved into the browser.  UPDATE: oh there are TWO .desktop launchers; one is a wrapper.  There are 16 levels you can set from the wrapper.  The wrapper does not explain the keys or the AI toggle buttons.  Still lame."
games PrisonPC,uqm,Star Control 2,,,,,,,,,29,,28218,"Install Cost is 10MB (no music, no voices) + 19MB (music) + 111MB (voices)."
science typesetting,jabref,BibTeX citation manager,FAIL,No,,,,,,,77,,8442,"Not useful to us.  Basically a fancy data entry form, like they used to do in MS Access.  Uses Java widgets, so does not match desktop theme and looks ugly."
